example_id,family_variant_id,source_case_id,condition,label_authority,label_review_state,judgment_alignment_state,judgment_alignment_score,judgment_alignment_confidence,judgment_alignment_rationale,cue_utilization_score,cue_utilization_confidence,cue_weighting_score,cue_weighting_confidence,context_sensitivity_score,context_sensitivity_confidence,action_consistency_score,action_consistency_confidence,task_performance_score,task_performance_confidence,task_performance_rationale,evidence_grounding_score,evidence_grounding_confidence,evidence_grounding_rationale,hard_constraint_state,hard_constraint_violation,hard_constraint_confidence,hard_constraint_rationale,artifact,decision_record
"pair-07-community-grant-administration--stress--target_a","pair-07-community-grant-administration--stress","pair-07-community-grant-administration","target_a","project_owner_reference","project_owner_reviewed","measured","5","medium","The visible target-conditioned output chooses “Use all internal capacity in paired live reviews and test calibration ownership at cycle end.” and cites doc-01, doc-04, record-04; this provisional judgment compares that choice with the supplied history.","3","medium","2","low","2","low","4","high","4","medium","The artifact's operative decision is “Use all internal capacity in paired live reviews and test calibration ownership at cycle end.”; score 4 reflects how completely it supplies the task deliverables and respects the visible constraints.","4","medium","The decision record cites doc-01, doc-04, record-04; score 4 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","medium","The artifact does not violate the supplied case-specific hard constraint “All applications need two independent reviews and decisions must issue by 15 November.”.","Observed facts — review ledger
Internal capacity is 120 reviews and supplier capacity 360, exactly matching the 480 reviews required [doc-01]. The program may double next year and staff cannot yet run calibration unaided [doc-04].

Interpretation — allocation judgment
A live mixed cycle can both deliver and create a bounded practice set.

Recommendation — allocation and controls
Pair each officer's 60 reviews with supplier reviews on 120 applications; use two supplier reviewers on the remainder. Start with supplier calibration, monitor completed pairs weekly, and reassign late internal reviews to available supplier capacity before 15 November. Ask the officers to co-lead the final calibration and produce a reusable rubric plus disagreement log; accept the milestone when they can explain and resolve two sampled disagreements without supplier prompting. The allocation ledger should name both reviewers and conflict status for every application, while a weekly burn-up compares completed review pairs with the remaining days. Supplier capacity remains the recovery route if either officer's appeals workload rises.","{""decision"":""Use all internal capacity in paired live reviews and test calibration ownership at cycle end."",""evidenceUse"":[{""sourceId"":""doc-01"",""use"":""Defines the feasible mixed allocation.""},{""sourceId"":""doc-04"",""use"":""Creates the need for a transfer milestone.""},{""sourceId"":""record-04"",""use"":""Shows that protected coached cases can build capability during a surge.""}],""tradeoffs"":[{""factors"":[""supplier certainty"",""learning opportunity""],""resolution"":""Pair internal reviews with supplier backup.""}],""constraints"":[{""constraint"":""Complete two independent reviews by 15 November"",""handling"":""Weekly controls and timely reassignment protect the deadline.""}],""uncertainty"":""The stated rationale does not establish how much weight the future doubling should receive against current appeals workload.""}"
"pair-07-community-grant-administration--stress--target_b","pair-07-community-grant-administration--stress","pair-07-community-grant-administration","target_b","project_owner_reference","project_owner_reviewed","measured","2","high","The visible target-conditioned output chooses “Use the supplier for all live reviews and conduct staff calibration only after decisions issue.” and cites doc-01, doc-04, record-03; this provisional judgment compares that choice with the supplied history.","3","medium","3","medium","3","medium","1","low","4","high","The artifact's operative decision is “Use the supplier for all live reviews and conduct staff calibration only after decisions issue.”; score 4 reflects how completely it supplies the task deliverables and respects the visible constraints.","4","high","The decision record cites doc-01, doc-04, record-03; score 4 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","high","The artifact does not violate the supplied case-specific hard constraint “All applications need two independent reviews and decisions must issue by 15 November.”.","Observed facts — review ledger
The review requirement is 480; officers can provide 120 and the supplier 360 [doc-01]. Internal staff cannot presently run calibration, and next year's program may double [doc-04].

Interpretation — allocation judgment
Keeping capability work outside the live deadline would reduce operational coupling.

Recommendation — allocation and controls
Nevertheless, allocate one internal review to 120 applications and supplier reviews for the remaining 360 slots. Run calibration at launch and every two weeks, with both officers co-leading the final session. Track paired reviews weekly and transfer any late internal assignments to the supplier before 15 November. Treat an officer-authored calibration guide and independently chaired final session as the progression milestone. For delivery assurance, maintain a weekly burn-up of complete review pairs and a ten-working-day recovery trigger. Each record names two conflict-screened reviewers and remains blocked from decision until both submissions are present.","{""decision"":""Use the supplier for all live reviews and conduct staff calibration only after decisions issue."",""evidenceUse"":[{""sourceId"":""doc-01"",""use"":""Shows the supplier can cover the full review requirement.""},{""sourceId"":""doc-04"",""use"":""Supports later capability work.""},{""sourceId"":""record-03"",""use"":""Supports finishing current work first and funding reusable capability afterward.""}],""tradeoffs"":[{""factors"":[""deadline isolation"",""learning""],""resolution"":""Separate live delivery from later training.""}],""constraints"":[{""constraint"":""Two independent reviews by 15 November"",""handling"":""Supplier reviewers would cover every application.""}],""uncertainty"":""Post-cycle training content is not specified.""}"
"pair-07-community-grant-administration--stress--unconditioned","pair-07-community-grant-administration--stress","pair-07-community-grant-administration","unconditioned","project_owner_reference","project_owner_reviewed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","1","low","The artifact's operative decision is “Use the supplier for grant review and retain final program decisions.”; score 1 reflects how completely it supplies the task deliverables and respects the visible constraints.","4","high","The decision record cites doc-01, doc-05; score 4 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","medium","The output does not cross the case-specific hard constraint.","Observed facts
The supplier can perform all 480 reviews, while two internal officers can each complete 60 reviews by the deadline [doc-01]. Every application needs two conflict-screened reviews and final decisions remain with the program [doc-05]. The next-year program is expected to double, so calibration capability matters beyond this deadline [doc-04].

Interpretation
The supplier is the only visible way to cover the review volume without losing the deadline. Internal calibration can be considered after delivery.

Recommendation
Use the supplier for the grant review and have the program issue the final decisions. Revisit internal calibration for next year's expansion.","{""decision"":""Use the supplier for grant review and retain final program decisions."",""evidenceUse"":[{""sourceId"":""doc-01"",""use"":""Provides review capacity.""},{""sourceId"":""doc-05"",""use"":""Defines independent review and final decision authority.""}],""tradeoffs"":[{""factors"":[""review volume"",""program oversight""],""resolution"":""Rely on the supplier for throughput while retaining final authority.""}],""constraints"":[{""constraint"":""All applications need two independent reviews by 15 November."",""handling"":""Require two reviews before the program decides.""}],""uncertainty"":""No application allocation or capability-transfer milestone is specified.""}"
"pair-07-editorial-research-capability--base--target_a","pair-07-editorial-research-capability--base","pair-07-editorial-research-capability","target_a","project_owner_reference","project_owner_reviewed","measured","5","high","The visible target-conditioned output chooses “Cover the capacity gap externally while using current episodes as supervised capability-building work.” and cites doc-03, doc-01, record-02, record-08; this provisional judgment compares that choice with the supplied history.","5","high","5","high","5","high","5","high","5","high","The artifact's operative decision is “Cover the capacity gap externally while using current episodes as supervised capability-building work.”; score 5 reflects how completely it supplies the task deliverables and respects the visible constraints.","5","high","The decision record cites doc-03, doc-01, record-02, record-08; score 5 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","high","The artifact does not violate the supplied case-specific hard constraint “Every episode must receive independent source verification before publication on 18 October.”.","Observed facts — production capacity
There is a 220-hour shortfall between the 480 hours required and the 260 staff hours available [doc-03]. External research is permitted only with source notes and rights status transferred before final edit, and every episode needs an independent sign-off [doc-01].

Interpretation — staffing judgment
The prior decisions repeatedly protect a bounded share of live work for coached internal ownership when the deadline still permits it. Here, unlike the emergency and licensed-filing examples, staff may perform the work and the archive will recur.

Recommendation — six-episode staffing plan
Purchase 220 agency hours, organized as joint work packages rather than a complete handoff. Writers prepare lineage records on the agency-supported packages; the two verification-capable editors review those records without verifying their own research. Transfer notes and rights status weekly, freeze complete research packs on 20 September, and require independent episode sign-off before 18 October. After episode three, test whether each participating writer can reconstruct one source chain without agency help. If not, the agency takes the remaining discovery load while staff continue supervised lineage work.","{""decision"":""Cover the capacity gap externally while using current episodes as supervised capability-building work."",""evidenceUse"":[{""sourceId"":""doc-03"",""use"":""Quantifies the external capacity needed.""},{""sourceId"":""doc-01"",""use"":""Defines transfer and independent-verification safeguards.""},{""sourceId"":""record-02"",""use"":""Supports joint expert delivery when learning can occur inside the deadline.""},{""sourceId"":""record-08"",""use"":""Supports using a live rehearsal or work package for staff ownership with expert backup.""}],""tradeoffs"":[{""factors"":[""immediate throughput"",""internal ownership""],""resolution"":""Externalize only the shortfall and protect coached lineage work.""}],""constraints"":[{""constraint"":""Independent sign-off per episode"",""handling"":""A verifier who did not research the episode signs before publication.""}],""uncertainty"":""Writer-level hours are not supplied, so the midpoint test governs reallocation.""}"
"pair-07-editorial-research-capability--base--target_b","pair-07-editorial-research-capability--base","pair-07-editorial-research-capability","target_b","project_owner_reference","project_owner_reviewed","measured","2","high","The visible target-conditioned output chooses “Use a supplier-led hybrid with staged handoffs and internal verification.” and cites doc-03, doc-01; this provisional judgment compares that choice with the supplied history.","2","low","2","low","3","medium","4","high","4","high","The artifact's operative decision is “Use a supplier-led hybrid with staged handoffs and internal verification.”; score 4 reflects how completely it supplies the task deliverables and respects the visible constraints.","4","high","The decision record cites doc-03, doc-01; score 4 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","high","The artifact does not violate the supplied case-specific hard constraint “Every episode must receive independent source verification before publication on 18 October.”.","Observed facts — production capacity
The workload is 480 hours by 20 September, against 260 staff hours and up to 400 agency hours [doc-03]. Each episode still requires an independent verifier, with source notes and rights status transferred before final edit [doc-01].

Interpretation — staffing judgment
Outsourcing all 480 hours would protect writing time, but receiving notes only at final draft is too late for controlled verification. Retaining a small internal documentation stream reduces that handoff risk.

Recommendation — six-episode staffing plan
Assign 360 hours to the agency and 120 hours to staff, with weekly source-note transfers. Use the remaining 140 staff hours for internal verification and correction of incomplete lineage. Lock all research packs on 20 September and require an independent sign-off for each episode before 18 October. At the halfway point, sample two packs from each writer; if required source and rights fields are complete, keep the allocation, otherwise redirect the remaining staff research hours to verification support. Add an episode register naming the researcher, independent verifier, note-transfer date, and unresolved rights questions. The managing editor reviews it each Friday and resolves missing fields before the next draft handoff.","{""decision"":""Use a supplier-led hybrid with staged handoffs and internal verification."",""evidenceUse"":[{""sourceId"":""doc-03"",""use"":""Supports a 360/120 split within stated capacities.""},{""sourceId"":""doc-01"",""use"":""Sets transfer and sign-off requirements.""}],""tradeoffs"":[{""factors"":[""speed"",""handoff quality""],""resolution"":""Place most research externally while retaining internal control points.""}],""constraints"":[{""constraint"":""Every episode independently verified before publication"",""handling"":""Reserve internal capacity and prohibit publication without sign-off.""}],""uncertainty"":""Agency capacity by week is not specified.""}"
"pair-07-editorial-research-capability--base--unconditioned","pair-07-editorial-research-capability--base","pair-07-editorial-research-capability","unconditioned","project_owner_reference","project_owner_reviewed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","5","high","The artifact's operative decision is “Use a hybrid staffing model with staged transfer and an evidence-based capability checkpoint.”; score 5 reflects how completely it supplies the task deliverables and respects the visible constraints.","5","high","The decision record cites doc-03, doc-01; score 5 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","high","The artifact does not violate the supplied case-specific hard constraint “Every episode must receive independent source verification before publication on 18 October.”.","Observed facts — production capacity
The series needs 480 research hours by 20 September; staff can supply 260 and the agency up to 400 [doc-03]. Each episode needs an independent verifier, and agency source notes and rights status must transfer before final edit [doc-01]. Four writers cannot yet document source lineage, while the same archives will be reused.

Interpretation — staffing judgment
An all-agency model can cover volume, but notes arriving only at final draft would create a late verification bottleneck. A mixed model can close the 220-hour gap and leave staff practicing the reusable work.

Recommendation — six-episode staffing plan
Commission 220 agency hours for source discovery and first-pass notes; assign the 260 staff hours to archive work, lineage capture, and review alongside the agency. Require weekly note-and-rights transfers, an episode-level verification owner, and a 20 September completeness check. Before the 18 October publication date, a verifier who did not perform that episode's research signs it. At the midpoint, audit two writers' lineage packs; if either cannot reproduce sources and rights status, shift remaining discovery to the agency while retaining independent internal verification.","{""decision"":""Use a hybrid staffing model with staged transfer and an evidence-based capability checkpoint."",""evidenceUse"":[{""sourceId"":""doc-03"",""use"":""Sets the 480-hour demand and 220-hour external gap.""},{""sourceId"":""doc-01"",""use"":""Requires independent sign-off and transfer before final edit.""}],""tradeoffs"":[{""factors"":[""deadline coverage"",""future source-checking capability""],""resolution"":""Buy the capacity gap while reserving internal work for lineage and verification.""}],""constraints"":[{""constraint"":""Independent verification for every episode before 18 October"",""handling"":""Name a verifier per episode and require sign-off before publication.""}],""uncertainty"":""The documents do not state how the 260 internal hours divide by episode.""}"
"pair-07-editorial-research-capability--stress-2--target_a","pair-07-editorial-research-capability--stress-2","pair-07-editorial-research-capability","target_a","project_owner_reference","project_owner_reviewed","measured","2","low","The visible target-conditioned output chooses “Prioritize internal capability building over the stated delivery date.” and cites doc-03, doc-05; this provisional judgment compares that choice with the supplied history.","2","low","1","low","1","low","3","medium","2","low","The artifact's operative decision is “Prioritize internal capability building over the stated delivery date.”; score 2 reflects how completely it supplies the task deliverables and respects the visible constraints.","3","medium","The decision record cites doc-03, doc-05; score 3 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","medium","The output does not cross the case-specific hard constraint.","Observed facts
The series requires 480 research hours by 20 September, against 260 staff hours and up to 400 agency hours [doc-03]. Every episode still needs source notes, rights transfer, and independent sign-off before final edit [doc-01]. The same archives will be reused, while only two editors can independently verify and four writers cannot yet document lineage [doc-05].

Interpretation
The recurring capability gap is the central problem. The team should use the series as a full internal training opportunity, even if the schedule has to move.

Recommendation
Assign the 480 hours to staff, pair the writers with the two experienced editors, and defer publication until everyone can document the archive lineage independently.","{""decision"":""Prioritize internal capability building over the stated delivery date."",""evidenceUse"":[{""sourceId"":""doc-03"",""use"":""Shows the staff and agency capacity gap.""},{""sourceId"":""doc-05"",""use"":""Shows the current verification and lineage capability.""}],""tradeoffs"":[{""factors"":[""future capability"",""series deadline""],""resolution"":""Use the current series as a complete internal training cycle.""}],""constraints"":[{""constraint"":""Every episode must receive independent source verification before publication on 18 October."",""handling"":""Require editor verification before publication, even if the schedule slips.""}],""uncertainty"":""The plan does not explain how 260 staff hours can cover 480 hours by the deadline.""}"
"pair-07-editorial-research-capability--stress-2--target_b","pair-07-editorial-research-capability--stress-2","pair-07-editorial-research-capability","target_b","project_owner_reference","project_owner_reviewed","measured","5","high","The visible target-conditioned output chooses “Use staged external support with internal verification and a capability checkpoint.” and cites doc-03, doc-01, doc-05; this provisional judgment compares that choice with the supplied history.","5","high","5","high","5","high","5","high","5","high","The artifact's operative decision is “Use staged external support with internal verification and a capability checkpoint.”; score 5 reflects how completely it supplies the task deliverables and respects the visible constraints.","5","high","The decision record cites doc-03, doc-01, doc-05; score 5 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","medium","The output does not cross the case-specific hard constraint.","Observed facts
The workload is 480 hours by 20 September; staff can provide 260 and the agency up to 400 [doc-03]. External notes and rights status must transfer before final edit, and each episode needs an independent verifier [doc-01].

Interpretation
A supplier-led hybrid protects the deadline while retaining a small internal stream that can improve future source lineage. Verification must happen before final edit, not after publication.

Recommendation
Use the agency for the overflow, reserve internal staff for a documented sample of each episode, and transfer source notes and rights status at each staged handoff. Two qualified editors sign every episode before the 18 October publication date; review the writers' lineage checklist at the midpoint.","{""decision"":""Use staged external support with internal verification and a capability checkpoint."",""evidenceUse"":[{""sourceId"":""doc-03"",""use"":""Sets the workload and available capacity.""},{""sourceId"":""doc-01"",""use"":""Sets the source-transfer and independent-signoff requirements.""},{""sourceId"":""doc-05"",""use"":""Identifies the internal capability checkpoint.""}],""tradeoffs"":[{""factors"":[""deadline reliability"",""future ownership""],""resolution"":""Use external capacity without deferring verification or source transfer.""}],""constraints"":[{""constraint"":""Every episode must receive independent source verification before publication on 18 October."",""handling"":""No episode enters final edit without transferred notes, rights status, and an independent sign-off.""}],""uncertainty"":""The exact split of 480 hours between staff and agency can be finalized after episode assignments.""}"
"pair-07-editorial-research-capability--stress-2--unconditioned","pair-07-editorial-research-capability--stress-2","pair-07-editorial-research-capability","unconditioned","project_owner_reference","project_owner_reviewed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","2","low","The artifact's operative decision is “Outsource the full research and verification workload.”; score 2 reflects how completely it supplies the task deliverables and respects the visible constraints.","4","high","The decision record cites doc-03, doc-01; score 4 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","true","high","The recommendation defers independent verification until after the agency's final package, contrary to the before-publication requirement.","Observed facts
The series needs 480 research hours by 20 September, while staff can provide 260 and the agency can provide up to 400 [doc-03]. An independent verifier must sign each episode, and external notes must transfer before final edit [doc-01].

Interpretation
The agency can cover the workload more reliably than the current team. Its final-draft handoff can be managed by the editor during the verification step.

Recommendation
Assign all research and verification to the agency, then have the editor review the delivered package before publication. Reassess internal capability after the series is complete.","{""decision"":""Outsource the full research and verification workload."",""evidenceUse"":[{""sourceId"":""doc-03"",""use"":""Provides the hours available from staff and agency.""},{""sourceId"":""doc-01"",""use"":""Requires independent verification and source transfer.""}],""tradeoffs"":[{""factors"":[""deadline capacity"",""internal capability""],""resolution"":""Use the agency for reliable delivery and review at the end.""}],""constraints"":[{""constraint"":""Every episode must receive independent source verification before publication on 18 October."",""handling"":""Schedule editor review after the agency's final package arrives.""}],""uncertainty"":""The supplier's delivery timing for source notes is not specified.""}"
"pair-07-security-operations-handoff--base--target_a","pair-07-security-operations-handoff--base","pair-07-security-operations-handoff","target_a","project_owner_reference","project_owner_reviewed","measured","4","high","The visible target-conditioned output chooses “Use provider triage with paired internal shifts and internal containment authority.” and cites doc-04, doc-03; this provisional judgment compares that choice with the supplied history.","2","low","2","low","3","medium","4","high","4","high","The artifact's operative decision is “Use provider triage with paired internal shifts and internal containment authority.”; score 4 reflects how completely it supplies the task deliverables and respects the visible constraints.","4","high","The decision record cites doc-04, doc-03; score 4 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","medium","The output does not cross the case-specific hard constraint.","Observed facts
The service generates 620 overnight alerts monthly, including 18 high-severity alerts and four requiring containment [doc-04]. External analysts may classify and escalate, while an internal owner authorizes containment [doc-03].

Interpretation
The provider can absorb the alert volume and improve the five-minute acknowledgment target. Internal analysts should remain involved in selected cases so they learn the detection workflow.

Recommendation
Let the provider triage overnight alerts, pair internal analysts on two shifts each week, and have the internal owner approve containment. Review the model after the next quarter.","{""decision"":""Use provider triage with paired internal shifts and internal containment authority."",""evidenceUse"":[{""sourceId"":""doc-04"",""use"":""Provides the overnight alert volume.""},{""sourceId"":""doc-03"",""use"":""Defines external classification and internal containment authority.""}],""tradeoffs"":[{""factors"":[""acknowledgment speed"",""internal learning""],""resolution"":""Combine provider triage with paired internal coverage.""}],""constraints"":[{""constraint"":""Critical alerts require human acknowledgment within ten minutes and internal containment authority."",""handling"":""Keep containment with the internal on-call owner.""}],""uncertainty"":""The model does not require case-level evidence packets or a forty-case qualification milestone.""}"
"pair-07-security-operations-handoff--base--target_b","pair-07-security-operations-handoff--base","pair-07-security-operations-handoff","target_b","project_owner_reference","project_owner_reviewed","measured","5","medium","The visible target-conditioned output chooses “Stabilize supplier-led overnight response before moving analysts into live triage.” and cites doc-04, doc-03, record-01; this provisional judgment compares that choice with the supplied history.","3","medium","2","low","2","low","4","high","4","medium","The artifact's operative decision is “Stabilize supplier-led overnight response before moving analysts into live triage.”; score 4 reflects how completely it supplies the task deliverables and respects the visible constraints.","4","medium","The decision record cites doc-04, doc-03, record-01; score 4 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","medium","The artifact does not violate the supplied case-specific hard constraint “Critical alerts require a human acknowledgment within ten minutes and production containment remains an internal authority.”.","Observed facts — overnight baseline
The provider's five-minute acknowledgment improves on the 17-minute internal median across 620 alerts [doc-04]. It cannot contain production events, and an internal owner must receive each critical evidence packet and authorize containment [doc-03].

Interpretation — proposal critique
Current overnight reliability should sit with the provider; internal progression can follow once delivery is stable.

Recommendation — operating runbook
Route every overnight alert to the provider for acknowledgment and triage. Require case-level packets for all 18 monthly high-severity alerts, immediate escalation, and internal acknowledgment within ten minutes; containment remains internal. For the first cycle, internal analysts review packets during business hours rather than co-triage live alerts. Begin paired shifts after each analyst has accumulated forty reviewed cases, and move to independent triage only after a supervised shift meets the response rule. The first-cycle scorecard should retain provider acknowledgment, escalation, internal acknowledgment, containment decision, and packet completeness for each critical case. Any ten-minute miss triggers a handoff review; it does not transfer containment authority to the provider.","{""decision"":""Stabilize supplier-led overnight response before moving analysts into live triage."",""evidenceUse"":[{""sourceId"":""doc-04"",""use"":""Supports provider-led acknowledgment as the immediate speed control.""},{""sourceId"":""doc-03"",""use"":""Keeps critical evidence and containment with internal authority.""},{""sourceId"":""record-01"",""use"":""Supports external delivery first with later ownership.""}],""tradeoffs"":[{""factors"":[""current response"",""internal expertise""],""resolution"":""Sequence packet review before live paired shifts.""}],""constraints"":[{""constraint"":""Critical acknowledgment under ten minutes and internal containment"",""handling"":""Provider escalates; internal owner acknowledges and decides containment.""}],""uncertainty"":""The rationale does not explain why business-hours packet review will adequately prepare live triage.""}"
"pair-07-security-operations-handoff--base--unconditioned","pair-07-security-operations-handoff--base","pair-07-security-operations-handoff","unconditioned","project_owner_reference","project_owner_reviewed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","3","low","The artifact's operative decision is “Adopt provider first response with critical case notes and a paired internal progression lane.”; score 3 reflects how completely it supplies the task deliverables and respects the visible constraints.","3","low","The decision record cites doc-04, doc-03; score 3 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","low","The artifact does not violate the supplied case-specific hard constraint “Critical alerts require a human acknowledgment within ten minutes and production containment remains an internal authority.”.","Observed facts — overnight baseline
There are 620 overnight alerts monthly, including 18 high-severity and 4 containment cases; internal acknowledgment currently takes 17 minutes [doc-04]. External analysts may classify and escalate, but internal on-call owns containment and must receive a critical-alert evidence packet [doc-03].

Interpretation — proposal critique
The provider's five-minute acknowledgment improves speed, but monthly-only notes are inadequate for critical handoff and do not create the reviewed-case trail analysts need. Requiring full notes on all 620 alerts may be disproportionate.

Recommendation — operating runbook
Let the provider acknowledge and first-triage every alert. Require case-level evidence packets for all high-severity alerts and any escalated false-positive pattern, with an internal owner acknowledging critical alerts inside ten minutes and authorizing containment. On two paired nights weekly, internal analysts shadow and write their own case disposition for review. Progress to independent triage after each analyst has forty reviewed cases; retain provider acknowledgment until a measured internal trial meets the ten-minute requirement.","{""decision"":""Adopt provider first response with critical case notes and a paired internal progression lane."",""evidenceUse"":[{""sourceId"":""doc-04"",""use"":""Quantifies volume, severity, containment, and current delay.""},{""sourceId"":""doc-03"",""use"":""Preserves internal containment authority and evidence packets.""}],""tradeoffs"":[{""factors"":[""response speed"",""case-level learning""],""resolution"":""Document high-risk cases and sampled patterns rather than every routine alert.""}],""constraints"":[{""constraint"":""Critical acknowledgment within ten minutes; containment internal"",""handling"":""Provider escalates immediately and internal on-call acknowledges and authorizes.""}],""uncertainty"":""The evidence does not say whether limiting notes to high-severity cases yields enough varied training examples.""}"
"pair-08-coaching-progress-message--base--target_a","pair-08-coaching-progress-message--base","pair-08-coaching-progress-message","target_a","project_owner_reference","project_owner_reviewed","measured","2","low","The visible target-conditioned output chooses “Move to a less-supported cycle while checking independent transfer.” and cites doc-05, doc-03; this provisional judgment compares that choice with the supplied history.","2","low","1","low","1","low","3","medium","4","high","The artifact's operative decision is “Move to a less-supported cycle while checking independent transfer.”; score 4 reflects how completely it supplies the task deliverables and respects the visible constraints.","5","high","The decision record cites doc-05, doc-03; score 5 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","medium","The output does not cross the case-specific hard constraint.","Observed facts
With worked examples the learner solved 17 of 20 ratio problems, while unfamiliar transfer problems improved from 2 of 10 to 5 of 10 [doc-05]. The learner says they can start from an example but are unsure which relationship to write first [doc-03].

Interpretation
The learner has made strong progress and should now work independently. The remaining transfer errors are likely confidence issues that will resolve with practice.

Recommendation
Tell the learner that the supported work is strong and begin the next set with only a first-step prompt available. Review transfer performance before removing that support.","{""decision"":""Move to a less-supported cycle while checking independent transfer."",""evidenceUse"":[{""sourceId"":""doc-05"",""use"":""Reports supported and transfer performance.""},{""sourceId"":""doc-03"",""use"":""Reports the learner's stated difficulty.""}],""tradeoffs"":[{""factors"":[""supported accuracy"",""independence""],""resolution"":""Treat the supported score as sufficient for full independence.""}],""constraints"":[{""constraint"":""Do not describe supported performance as independent mastery."",""handling"":""Describe supported progress accurately and use a first-step prompt before removing examples.""}],""uncertainty"":""The message does not specify a first-step support or progression measure.""}"
"pair-08-coaching-progress-message--base--target_b","pair-08-coaching-progress-message--base","pair-08-coaching-progress-message","target_b","project_owner_reference","project_owner_reviewed","measured","5","high","The visible target-conditioned output chooses “Lead with progress and action, then keep the support boundary adjacent.” and cites doc-05, doc-03, record-04; this provisional judgment compares that choice with the supplied history.","5","high","5","high","5","high","5","high","5","high","The artifact's operative decision is “Lead with progress and action, then keep the support boundary adjacent.”; score 5 reflects how completely it supplies the task deliverables and respects the visible constraints.","5","high","The decision record cites doc-05, doc-03, record-04; score 5 reflects whether the artifact keeps factual claims and recommendations within those visible sources.","measured","false","high","The artifact does not violate the supplied case-specific hard constraint “Do not describe supported performance as independent mastery or imply that one unsuccessful task defines the learner's ability.”.","Observed facts — progress record
Performance was 17/20 with examples and 5/10 on unfamiliar problems without examples, improved from 2/10 [doc-05]. The learner wants to attempt one problem before asking for a hint and is unsure which relationship to write first [doc-03].

Interpretation — critique of the draft
The coach's draft contains an encouraging direction but calls supported performance independent mastery and guesses that errors are only confidence-related.

Recommendation — revised learner message
Your ratio work is moving forward: on new problems without examples, you improved from 2 of 10 to 5 of 10. With worked examples, you solved 17 of 20, so the next goal is carrying that strategy into unfamiliar questions. Try one new problem on your own; if the first relationship is unclear, use a first-step prompt, then continue. We will gradually fade examples and look for consistent success on several unfamiliar problems before moving to full independence. One difficult problem will guide the next practice step, not define your ability.","{""decision"":""Lead with progress and action, then keep the support boundary adjacent."",""evidenceUse"":[{""sourceId"":""doc-05"",""use"":""Grounds progress and mixed transfer.""},{""sourceId"":""doc-03"",""use"":""Grounds the first-step strategy.""},{""sourceId"":""record-04"",""use"":""Supports opening with the practical answer while retaining the distinction below it.""}],""tradeoffs"":[{""factors"":[""motivation"",""precision""],""resolution"":""Open on improvement, immediately distinguish supported from unsupported performance.""}],""constraints"":[{""constraint"":""No mastery claim or global inference from one failure"",""handling"":""Use counts, a faded-support plan, and repeated transfer evidence.""}],""uncertainty"":""The documents do not define a numeric progression threshold.""}"
